"","ds","trend","additive_terms","additive_terms_lower","additive_terms_upper","daily","daily_lower","daily_upper","weekly","weekly_lower","weekly_upper","yearly","yearly_lower","yearly_upper","multiplicative_terms","multiplicative_terms_lower","multiplicative_terms_upper","yhat_lower","yhat_upper","trend_lower","trend_upper","yhat"
"13",2007-01-13,14.2034812626322,918.426812811835,918.426812811835,918.426812811835,265.960076679924,265.960076679924,265.960076679924,-21.8297014908799,-21.8297014908799,-21.8297014908799,674.296437622791,674.296437622791,674.296437622791,0,0,0,901.478616008887,965.166093740327,14.2034812626322,14.2034812626322,932.630294074467
"14",2007-01-14,14.4850665096338,941.099169554698,941.099169554698,941.099169554698,265.960076679924,265.960076679924,265.960076679924,5.31304897080487,5.31304897080487,5.31304897080487,669.82604390397,669.82604390397,669.82604390397,0,0,0,924.680243736203,986.606349743791,14.4850665096338,14.4850665096338,955.584236064332
"15",2007-01-15,14.7666517532187,938.909298104224,938.909298104224,938.909298104224,265.960076679924,265.960076679924,265.960076679924,6.97971142920748,6.97971142920748,6.97971142920748,665.969509995093,665.969509995093,665.969509995093,0,0,0,921.991134396704,984.018004711376,14.7666517532187,14.7666517532187,953.675949857443
"16",2007-01-16,15.0482369984316,917.99802657542,917.99802657542,917.99802657542,265.960076679924,265.960076679924,265.960076679924,-11.1893623737213,-11.1893623737213,-11.1893623737213,663.227312269217,663.227312269217,663.227312269217,0,0,0,903.579110714337,963.986670028841,15.0482369984316,15.0482369984316,933.046263573852
"17",2007-01-17,15.3298222438148,903.864780208117,903.864780208117,903.864780208117,265.960076679924,265.960076679924,265.960076679924,-24.1063017255294,-24.1063017255294,-24.1063017255294,662.011005253722,662.011005253722,662.011005253722,0,0,0,887.976134941603,952.016733462459,15.3298222438148,15.3298222438148,919.194602451932
"18",2007-01-18,15.6114074926728,979.039155756217,979.039155756217,979.039155756217,265.960076679924,265.960076679924,265.960076679924,50.4890197598058,50.4890197598058,50.4890197598058,662.590059316488,662.590059316488,662.590059316488,0,0,0,963.799511198898,1028.08715012417,15.6114074926728,15.6114074926728,994.65056324889
"19",2007-01-19,15.8929927394339,925.33759680105,925.33759680105,925.33759680105,265.960076679924,265.960076679924,265.960076679924,-5.65641456980588,-5.65641456980588,-5.65641456980588,665.033934690932,665.033934690932,665.033934690932,0,0,0,908.793643903284,974.871039865737,15.8929927394339,15.8929927394339,941.230589540484
"20",2007-01-20,16.1745779800512,913.281787091561,913.281787091561,913.281787091561,265.960076679924,265.960076679924,265.960076679924,-21.8297014907955,-21.8297014907955,-21.8297014907955,669.151411902432,669.151411902432,669.151411902432,0,0,0,897.064564250759,961.728071349362,16.1745779800512,16.1745779800512,929.456365071612
"21",2007-01-21,16.4561632222605,945.702702241294,945.702702241294,945.702702241294,265.960076679924,265.960076679924,265.960076679924,5.31304897066137,5.31304897066137,5.31304897066137,674.429576590709,674.429576590709,674.429576590709,0,0,0,930.742261151753,993.173349157909,16.4561632222605,16.4561632222605,962.158865463555
"22",2007-01-22,16.7377484672793,952.914949548921,952.914949548921,952.914949548921,265.960076679924,265.960076679924,265.960076679924,6.97971142922012,6.97971142922012,6.97971142922012,679.975161439777,679.975161439777,679.975161439777,0,0,0,938.817193671883,999.490302975669,16.7377484672793,16.7377484672793,969.6526980162
"23",2007-01-23,17.0193337066713,939.231876936657,939.231876936657,939.231876936657,265.960076679924,265.960076679924,265.960076679924,-11.1893623737242,-11.1893623737242,-11.1893623737242,684.461162630457,684.461162630457,684.461162630457,0,0,0,924.947017183992,987.817433037704,17.0193337066713,17.0193337066713,956.251210643328
"24",2007-01-24,17.3009189506504,927.935533851936,927.935533851936,927.935533851936,265.960076679924,265.960076679924,265.960076679924,-24.1063017254969,-24.1063017254969,-24.1063017254969,686.081758897509,686.081758897509,686.081758897509,0,0,0,915.04419410413,976.238047219292,17.3009189506504,17.3009189506504,945.236452802586
"25",2007-01-27,18.145674696491,892.034408747571,892.034408747571,892.034408747571,265.960076679924,265.960076679924,265.960076679924,-21.8297014908233,-21.8297014908233,-21.8297014908233,647.90403355847,647.90403355847,647.90403355847,0,0,0,877.392095559276,941.056493423425,18.145674696491,18.145674696491,910.180083444062
"26",2007-01-29,18.708845193718,824.456318181471,824.456318181471,824.456318181471,265.960076679924,265.960076679924,265.960076679924,6.97971142917624,6.97971142917624,6.97971142917624,551.516530072371,551.516530072371,551.516530072371,0,0,0,810.814559724168,876.57393043877,18.708845193718,18.708845193718,843.165163375189
"27",2007-01-30,18.9904304423315,723.726908721049,723.726908721049,723.726908721049,265.960076679924,265.960076679924,265.960076679924,-11.1893623737271,-11.1893623737271,-11.1893623737271,468.956194414852,468.956194414852,468.956194414852,0,0,0,710.286631566961,774.129389963709,18.9904304423315,18.9904304423315,742.71733916338
"28",2007-01-31,19.272015690945,598.592194147859,598.592194147859,598.592194147859,265.960076679924,265.960076679924,265.960076679924,-24.1063017254644,-24.1063017254644,-24.1063017254644,356.738419193399,356.738419193399,356.738419193399,0,0,0,586.336651781013,650.425577205445,19.272015690945,19.272015690945,617.864209838804
"29",2007-10-28,95.300032816594,799.845958815019,799.845958815019,799.845958815019,265.960076679924,265.960076679924,265.960076679924,5.31304897071803,5.31304897071803,5.31304897071803,528.572833164377,528.572833164377,528.572833164377,0,0,0,864.626803659763,925.98511504106,95.300032816594,95.300032816594,895.145991631613
"30",2008-10-26,197.797063311913,631.084696796986,631.084696796986,631.084696796986,265.960076679924,265.960076679924,265.960076679924,5.3130489708055,5.3130489708055,5.3130489708055,359.811571146256,359.811571146256,359.811571146256,0,0,0,795.341959247239,860.988739296401,197.797063311913,197.797063311913,828.881760108899
"31",2009-10-25,300.294093807233,618.512861557474,618.512861557474,618.512861557474,265.960076679924,265.960076679924,265.960076679924,5.31304897066056,5.31304897066056,5.31304897066056,347.23973590689,347.23973590689,347.23973590689,0,0,0,886.067829209782,948.330005428505,300.294093807233,300.294093807233,918.806955364707
"32",2009-10-26,300.575679055846,617.48238097922,617.48238097922,617.48238097922,265.960076679924,265.960076679924,265.960076679924,6.97971142922612,6.97971142922612,6.97971142922612,344.54259287007,344.54259287007,344.54259287007,0,0,0,884.869613955056,948.982201702326,300.575679055846,300.575679055846,918.058060035067
"33",2009-10-27,300.85726430446,697.686835883543,697.686835883543,697.686835883543,265.960076679924,265.960076679924,265.960076679924,-11.1893623738054,-11.1893623738054,-11.1893623738054,442.916121577425,442.916121577425,442.916121577425,0,0,0,968.85348787393,1029.40273178496,300.85726430446,300.85726430446,998.544100188003
"34",2009-10-28,301.138849553073,879.355343191921,879.355343191921,879.355343191921,265.960076679924,265.960076679924,265.960076679924,-24.1063017255649,-24.1063017255649,-24.1063017255649,637.501568237562,637.501568237562,637.501568237562,0,0,0,1149.45146018387,1212.68063221098,301.138849553073,301.138849553073,1180.49419274499
"35",2009-10-29,301.420434801687,1237.73299187546,1237.73299187546,1237.73299187546,265.960076679924,265.960076679924,265.960076679924,50.4890197597965,50.4890197597965,50.4890197597965,921.283895435743,921.283895435743,921.283895435743,0,0,0,1507.79078652686,1571.17170175705,301.420434801687,301.420434801687,1539.15342667715
"36",2009-10-30,301.7020200503,1545.63344440192,1545.63344440192,1545.63344440192,265.960076679924,265.960076679924,265.960076679924,-5.65641456969066,-5.65641456969066,-5.65641456969066,1285.32978229169,1285.32978229169,1285.32978229169,0,0,0,1816.12295845611,1879.05345326552,301.7020200503,301.7020200503,1847.33546445222
"37",2009-10-31,301.983605298914,1963.19562541634,1963.19562541634,1963.19562541634,265.960076679924,265.960076679924,265.960076679924,-21.8297014907982,-21.8297014907982,-21.8297014907982,1719.06525022722,1719.06525022722,1719.06525022722,0,0,0,2234.63961394443,2294.49815354102,301.983605298914,301.983605298914,2265.17923071526
"38",2009-11-01,302.265190547527,2481.85764254661,2481.85764254661,2481.85764254661,265.960076679924,265.960076679924,265.960076679924,5.31304897083387,5.31304897083387,5.31304897083387,2210.58451689585,2210.58451689585,2210.58451689585,0,0,0,2752.42185662441,2816.12424513481,302.265190547527,302.265190547527,2784.12283309414
"39",2009-11-02,302.546775796141,3019.92091100105,3019.92091100105,3019.92091100105,265.960076679924,265.960076679924,265.960076679924,6.97971142934136,6.97971142934136,6.97971142934136,2746.98112289179,2746.98112289179,2746.98112289179,0,0,0,3291.52172681934,3353.2057665535,302.546775796141,302.546775796141,3322.46768679719
"40",2009-11-03,302.828361044754,3569.46279195222,3569.46279195222,3569.46279195222,265.960076679924,265.960076679924,265.960076679924,-11.1893623737061,-11.1893623737061,-11.1893623737061,3314.692077646,3314.692077646,3314.692077646,0,0,0,3839.88372913625,3902.55006674642,302.828361044754,302.828361045711,3872.29115299698
"41",2009-11-04,303.109946293368,4141.69950819811,4141.69950819811,4141.69950819811,265.960076679924,265.960076679924,265.960076679924,-24.1063017255324,-24.1063017255324,-24.1063017255324,3899.84573324371,3899.84573324371,3899.84573324371,0,0,0,4413.20056234427,4476.29546035038,303.109946293368,303.109946298064,4444.80945449147
"42",2009-11-05,303.391531541981,4805.05340764703,4805.05340764703,4805.05340764703,265.960076679924,265.960076679924,265.960076679924,50.4890197597991,50.4890197597991,50.4890197597991,4488.60431120731,4488.60431120731,4488.60431120731,0,0,0,5075.12675402537,5141.03792579994,303.391531541189,303.391531550395,5108.44493918901
"43",2009-11-06,303.673116790595,5327.79612661242,5327.79612661242,5327.79612661242,265.960076679924,265.960076679924,265.960076679924,-5.6564145697901,-5.6564145697901,-5.6564145697901,5067.49246450229,5067.49246450229,5067.49246450229,0,0,0,5599.46930040787,5663.48610033007,303.673116785524,303.67311680533,5631.46924340302
"44",2009-11-07,303.954702039208,5867.83430991188,5867.83430991188,5867.83430991188,265.960076679924,265.960076679924,265.960076679924,-21.8297014909328,-21.8297014909328,-21.8297014909328,5623.70393472288,5623.70393472288,5623.70393472288,0,0,0,6141.28986680671,6203.32889820984,303.954702026895,303.954702061786,6171.78901195108
"45",2009-11-08,304.236287287822,6416.65236292493,6416.65236292493,6416.65236292493,265.960076679924,265.960076679924,265.960076679924,5.31304897069037,5.31304897069037,5.31304897069037,6145.37923727432,6145.37923727432,6145.37923727432,0,0,0,6690.55781277394,6752.77079497221,304.236287271897,304.236287317694,6720.88865021276
"46",2009-11-09,304.517872536435,6894.78813277281,6894.78813277281,6894.78813277281,265.960076679924,265.960076679924,265.960076679924,6.97971142929748,6.97971142929748,6.97971142929748,6621.84834466358,6621.84834466358,6621.84834466358,0,0,0,7168.6467526115,7229.71898860751,304.517872516504,304.517872576676,7199.30600530924
"47",2009-11-10,304.799457785049,7298.60421970897,7298.60421970897,7298.60421970897,265.960076679924,265.960076679924,265.960076679924,-11.189362373709,-11.189362373709,-11.189362373709,7043.83350540276,7043.83350540276,7043.83350540276,0,0,0,7572.13348654254,7636.3210216541,304.799457759541,304.799457835151,7603.40367749402
"48",2009-11-11,305.081043033662,7645.46237128882,7645.46237128882,7645.46237128882,265.960076679924,265.960076679924,265.960076679924,-24.1063017254787,-24.1063017254787,-24.1063017254787,7403.60859633437,7403.60859633437,7403.60859633437,0,0,0,7918.82556647657,7981.56633735109,305.081043001884,305.081043088542,7950.54341432248
"49",2009-11-12,305.362628282276,8011.56181711557,8011.56181711557,8011.56181711557,265.960076679924,265.960076679924,265.960076679924,50.4890197598018,50.4890197598018,50.4890197598018,7695.11272067584,7695.11272067584,7695.11272067584,0,0,0,8283.22041741293,8347.50909807754,305.362628244333,305.362628343982,8316.92444539784
"50",2009-11-13,305.644213530889,8174.32075569614,8174.32075569614,8174.32075569614,265.960076679924,265.960076679924,265.960076679924,-5.65641456977783,-5.65641456977783,-5.65641456977783,7914.017093586,7914.017093586,7914.017093586,0,0,0,8448.73133061189,8512.15893761825,305.644213487334,305.644213602437,8479.96496922703
"51",2009-11-14,305.925798779503,8301.87593834145,8301.87593834145,8301.87593834145,265.960076679924,265.960076679924,265.960076679924,-21.8297014908483,-21.8297014908483,-21.8297014908483,8057.74556315237,8057.74556315237,8057.74556315237,0,0,0,8578.33501834004,8639.17804872428,305.925798725598,305.925798859529,8607.80173712095
"52",2009-11-15,306.207384028116,8396.72348646814,8396.72348646814,8396.72348646814,265.960076679924,265.960076679924,265.960076679924,5.31304897074747,5.31304897074747,5.31304897074747,8125.45036081747,8125.45036081747,8125.45036081747,0,0,0,8671.07749028343,8733.24206780804,306.207383963762,306.207384127831,8702.93087049626
"53",2009-11-16,306.48896927673,8390.88561573148,8390.88561573148,8390.88561573148,265.960076679924,265.960076679924,265.960076679924,6.97971142925359,6.97971142925359,6.97971142925359,8117.9458276223,8117.9458276223,8117.9458276223,0,0,0,8666.51641021824,8730.13335590609,306.488969202426,306.488969390275,8697.37458500821
"54",2009-11-17,306.770554525343,8292.37460582459,8292.37460582459,8292.37460582459,265.960076679924,265.960076679924,265.960076679924,-11.1893623737806,-11.1893623737806,-11.1893623737806,8037.60389151844,8037.60389151844,8037.60389151844,0,0,0,8569.88467995571,8629.46916791433,306.770554441021,306.770554653845,8599.14516034993
"55",2009-11-18,307.052139773957,8130.06972589391,8130.06972589391,8130.06972589391,265.960076679924,265.960076679924,265.960076679924,-24.1063017255702,-24.1063017255702,-24.1063017255702,7888.21595093956,7888.21595093956,7888.21595093956,0,0,0,8404.29184318845,8469.5988075705,307.052139678641,307.052139916128,8437.12186566787
"56",2009-11-19,307.33372502257,7991.2756272673,7991.2756272673,7991.2756272673,265.960076679924,265.960076679924,265.960076679924,50.4890197598085,50.4890197598085,50.4890197598085,7674.82653082757,7674.82653082757,7674.82653082757,0,0,0,8266.67928908713,8328.57619631402,307.333724916586,307.333725183879,8298.60935228987
"57",2009-11-20,307.615310271184,7663.84826689696,7663.84826689696,7663.84826689696,265.960076679924,265.960076679924,265.960076679924,-5.65641456961312,-5.65641456961312,-5.65641456961312,7403.54460478665,7403.54460478665,7403.54460478665,0,0,0,7940.15472477862,8001.55796312221,307.61531015262,307.615310448443,7971.46357716815
"58",2009-11-21,307.896895519798,7325.4691880449,7325.4691880449,7325.4691880449,265.960076679924,265.960076679924,265.960076679924,-21.8297014908706,-21.8297014908706,-21.8297014908706,7081.33881285585,7081.33881285585,7081.33881285585,0,0,0,7600.80840940219,7667.20995526894,307.89689539048,307.896895708228,7633.3660835647
"59",2009-11-22,308.178480768411,6987.09607120106,6987.09607120106,6987.09607120106,265.960076679924,265.960076679924,265.960076679924,5.31304897080457,5.31304897080457,5.31304897080457,6715.82294555033,6715.82294555033,6715.82294555033,0,0,0,7264.03884431268,7325.9533294483,308.178480633103,308.17848096658,7295.27455196947
"60",2009-11-23,308.460066017025,6587.97780350107,6587.97780350107,6587.97780350107,265.960076679924,265.960076679924,265.960076679924,6.97971142920971,6.97971142920971,6.97971142920971,6315.03801539194,6315.03801539194,6315.03801539194,0,0,0,6865.12708493496,6927.40812525963,308.460065871054,308.460066226584,6896.43786951809
"61",2009-11-24,308.741651265638,6142.00771991998,6142.00771991998,6142.00771991998,265.960076679924,265.960076679924,265.960076679924,-11.1893623736638,-11.1893623736638,-11.1893623736638,5887.23700561372,5887.23700561372,5887.23700561372,0,0,0,6417.280348845,6482.93207467776,308.741651111587,308.741651487502,6450.74937118562
"62",2009-11-25,309.023236514252,5682.53176185937,5682.53176185937,5682.53176185937,265.960076679924,265.960076679924,265.960076679924,-24.1063017255165,-24.1063017255165,-24.1063017255165,5440.67798690496,5440.67798690496,5440.67798690496,0,0,0,5960.2052039784,6021.8927688515,309.023236340859,309.023236750203,5991.55499837362
"63",2009-11-26,309.304821762865,5299.87984193359,5299.87984193359,5299.87984193359,265.960076679924,265.960076679924,265.960076679924,50.4890197598112,50.4890197598112,50.4890197598112,4983.43074549386,4983.43074549386,4983.43074549386,0,0,0,5577.06081545883,5641.37299225684,309.304821579048,309.304822015563,5609.18466369646
"64",2009-11-27,309.586407011479,4783.50505459437,4783.50505459437,4783.50505459437,265.960076679924,265.960076679924,265.960076679924,-5.65641456971255,-5.65641456971255,-5.65641456971255,4523.20139248416,4523.20139248416,4523.20139248416,0,0,0,5060.10317155593,5123.69378537755,309.586406812519,309.586407277465,5093.09146160585
"65",2009-11-28,309.867992260092,4311.30902611417,4311.30902611417,4311.30902611417,265.960076679924,265.960076679924,265.960076679924,-21.8297014907861,-21.8297014907861,-21.8297014907861,4067.17865092503,4067.17865092503,4067.17865092503,0,0,0,4589.81493080415,4653.42065383546,309.867992044072,309.867992541901,4621.17701837426
"66",2009-11-29,310.149577508706,3893.1777973545,3893.1777973545,3893.1777973545,265.960076679924,265.960076679924,265.960076679924,5.31304897077728,5.31304897077728,5.31304897077728,3621.9046717038,3621.9046717038,3621.9046717038,0,0,0,4171.97981459652,4235.23618187237,310.149577282718,310.149577805588,4203.32737486321
"67",2009-11-30,310.431162757319,3466.11212905904,3466.11212905904,3466.11212905904,265.960076679924,265.960076679924,265.960076679924,6.97971142932496,6.97971142932496,6.97971142932496,3193.17234094979,3193.17234094979,3193.17234094979,0,0,0,3745.18565924983,3808.95098691102,310.431162521686,310.431163067087,3776.54329181636
"68",2009-12-01,310.712748005933,3040.72085435924,3040.72085435924,3040.72085435924,265.960076679924,265.960076679924,265.960076679924,-11.1893623737354,-11.1893623737354,-11.1893623737354,2785.95014005305,2785.95014005305,2785.95014005305,0,0,0,3320.30740828729,3382.34994352434,310.712747756869,310.712748334156,3351.43360236517
"69",2009-12-02,310.994333254546,2646.18850799487,2646.18850799487,2646.18850799487,265.960076679924,265.960076679924,265.960076679924,-24.106301725484,-24.106301725484,-24.106301725484,2404.33473304043,2404.33473304043,2404.33473304043,0,0,0,2925.32171190139,2989.55705413721,310.994332992591,310.994333595648,2957.18284124941
"70",2009-12-03,311.27591850316,2367.97970877724,2367.97970877724,2367.97970877724,265.960076679924,265.960076679924,265.960076679924,50.4890197598139,50.4890197598139,50.4890197598139,2051.5306123375,2051.5306123375,2051.5306123375,0,0,0,2647.14872904123,2710.42661886301,311.275918213832,311.275918853066,2679.2556272804
"71",2009-12-04,311.557503751773,1990.15901977184,1990.15901977184,1990.15901977184,265.960076679924,265.960076679924,265.960076679924,-5.65641456962407,-5.65641456962407,-5.65641456962407,1729.85535766154,1729.85535766154,1729.85535766154,0,0,0,2269.88943387448,2333.01406800912,311.557503452545,311.557504121659,2301.71652352362
"72",2009-12-05,311.839089000387,1684.89875067646,1684.89875067646,1684.89875067646,265.960076679924,265.960076679924,265.960076679924,-21.8297014909208,-21.8297014909208,-21.8297014909208,1440.76837548745,1440.76837548745,1440.76837548745,0,0,0,1964.89895629437,2029.99781168471,311.839088687847,311.839089386303,1996.73783967684
"73",2009-12-06,312.120674249,1456.1935319952,1456.1935319952,1456.1935319952,265.960076679924,265.960076679924,265.960076679924,5.31304897071817,5.31304897071817,5.31304897071817,1184.92040634456,1184.92040634456,1184.92040634456,0,0,0,1736.25086188931,1797.42159868633,312.120673921932,312.120674654724,1768.3142062442
"74",2009-12-07,312.402259497614,1235.16041591105,1235.16041591105,1235.16041591105,265.960076679924,265.960076679924,265.960076679924,6.97971142923499,6.97971142923499,6.97971142923499,962.220627801896,962.220627801896,962.220627801896,0,0,0,1513.65190964975,1578.31658486339,312.402259130302,312.402259926811,1547.56267540867
"75",2009-12-08,312.683844746227,1026.68856594797,1026.68856594797,1026.68856594797,265.960076679924,265.960076679924,265.960076679924,-11.189362373807,-11.189362373807,-11.189362373807,771.917851641854,771.917851641854,771.917851641854,0,0,0,1305.73525960551,1370.56136748233,312.683844363986,312.68384519912,1339.3724106942
"76",2009-12-09,312.965429994841,854.545894014695,854.545894014695,854.545894014695,265.960076679924,265.960076679924,265.960076679924,-24.1063017254515,-24.1063017254515,-24.1063017254515,612.692119060222,612.692119060222,612.692119060222,0,0,0,1134.18713312254,1196.26280607166,312.965429591338,312.96543046462,1167.51132400954
"77",2009-12-10,313.247015243454,799.20203405669,799.20203405669,799.20203405669,265.960076679924,265.960076679924,265.960076679924,50.48901975979,50.48901975979,50.48901975979,482.752937616976,482.752937616976,482.752937616976,0,0,0,1079.76046997849,1145.64342021787,313.247014827707,313.247015732298,1112.44904930014
"78",2009-12-11,313.528600492068,640.244135631564,640.244135631564,640.244135631564,265.960076679924,265.960076679924,265.960076679924,-5.65641456964728,-5.65641456964728,-5.65641456964728,379.940473521287,379.940473521287,379.940473521287,0,0,0,920.607627517536,985.461254336735,313.528600064149,313.528600998946,953.772736123631
"79",2009-12-12,313.810185740681,545.956578898799,545.956578898799,545.956578898799,265.960076679924,265.960076679924,265.960076679924,-21.8297014908363,-21.8297014908363,-21.8297014908363,301.826203709712,301.826203709712,301.826203709712,0,0,0,827.777909200806,889.801640012674,313.810185300696,313.810186263137,859.76676463948
"80",2009-12-13,314.091770989295,517.082957197065,517.082957197065,517.082957197065,265.960076679924,265.960076679924,265.960076679924,5.31304897077527,5.31304897077527,5.31304897077527,245.809831546366,245.809831546366,245.809831546366,0,0,0,798.480649338255,859.67509487595,314.091770537406,314.091771527327,831.17472818636
"81",2009-12-14,314.373356237908,482.149449873181,482.149449873181,482.149449873181,265.960076679924,265.960076679924,265.960076679924,6.97971142929372,6.97971142929372,6.97971142929372,209.209661763963,209.209661763963,209.209661763963,0,0,0,765.481659957794,828.259458695324,314.373355774043,314.37335679297,796.522806111089
"82",2009-12-15,314.654941486522,444.114810324317,444.114810324317,444.114810324317,265.960076679924,265.960076679924,265.960076679924,-11.1893623737588,-11.1893623737588,-11.1893623737588,189.344096018152,189.344096018152,189.344096018152,0,0,0,730.0685831623,791.602644559516,314.654941003932,314.65494206485,758.769751810839
"83",2009-12-16,314.936526735135,425.456204647922,425.456204647922,425.456204647922,265.960076679924,265.960076679924,265.960076679924,-24.1063017255218,-24.1063017255218,-24.1063017255218,183.60242969352,183.60242969352,183.60242969352,0,0,0,706.5248816106,770.835538555828,314.936526238605,314.936527335799,740.392731383058
"84",2009-12-17,315.218111983749,505.952778133976,505.952778133976,505.952778133976,265.960076679924,265.960076679924,265.960076679924,50.4890197597967,50.4890197597967,50.4890197597967,189.503681694255,189.503681694255,189.503681694255,0,0,0,789.356484639121,852.671710741195,315.218111472258,315.218112602296,821.170890117725
"85",2009-12-18,315.499697232362,465.046412316929,465.046412316929,465.046412316929,265.960076679924,265.960076679924,265.960076679924,-5.6564145696705,-5.6564145696705,-5.6564145696705,204.742750206676,204.742750206676,204.742750206676,0,0,0,749.349475716732,812.47106556171,315.499696695245,315.499697874034,780.546109549292
"86",2009-12-19,315.781282480976,471.354112196842,471.354112196842,471.354112196842,265.960076679924,265.960076679924,265.960076679924,-21.8297014907518,-21.8297014907518,-21.8297014907518,227.22373700767,227.22373700767,227.22373700767,0,0,0,754.558625420432,817.676982052634,315.781281919959,315.781283137814,787.135394677818
"87",2009-12-20,316.062867729589,526.353926556428,526.353926556428,526.353926556428,265.960076679924,265.960076679924,265.960076679924,5.31304897083237,5.31304897083237,5.31304897083237,255.080800905672,255.080800905672,255.080800905672,0,0,0,811.291218653178,874.041899422319,316.06286713674,316.062868405017,842.416794286017
"88",2009-12-21,316.344452978203,559.627156739973,559.627156739973,559.627156739973,265.960076679924,265.960076679924,265.960076679924,6.97971142930635,6.97971142930635,6.97971142930635,286.687368630743,286.687368630743,286.687368630743,0,0,0,845.479242753843,907.500327163353,316.344452361083,316.344453673594,875.971609718176
"89",2009-12-22,316.626038226817,575.425647625433,575.425647625433,575.425647625433,265.960076679924,265.960076679924,265.960076679924,-11.1893623737617,-11.1893623737617,-11.1893623737617,320.654933319271,320.654933319271,320.654933319271,0,0,0,860.099716681041,924.11492596993,316.626037594856,316.626038955406,892.05168585225
"90",2009-12-23,316.90762347543,597.676768553296,597.676768553296,597.676768553296,265.960076679924,265.960076679924,265.960076679924,-24.1063017254681,-24.1063017254681,-24.1063017254681,355.82299359884,355.82299359884,355.82299359884,0,0,0,882.483591654192,944.153845258215,316.907622817637,316.907624233949,914.584392028726
